192.121.48.0/28,SE,,,
192.121.48.16/28,BE,,,
192.121.48.32/28,AR,,,
192.121.48.48/28,CL,,,
192.121.48.64/28,DE,,,
192.121.48.80/28,AT,,,
192.121.48.96/28,TR,,,
192.121.48.112/28,FR,,,
192.121.48.128/28,SE,,,
192.121.48.144/28,SE,,,
192.121.48.160/28,SK,,,
192.121.48.176/28,SE,,,
192.121.48.192/28,SE,,,
192.121.48.208/28,FI,,,
